edad;clase_trabajo;peso_final;educacion;años_educacion;estado_civil;ocupacion;relacion_familiar;raza;sexo;ganancia_capital;perdida_capital;horas_semana;pais_origen;ingreso
52;privado;173987;10 grado;6;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
25;privado;90752;licenciatura;13;casado/a;administrativo;esposa;blanco/a;mujer;0;0;40;estados unidos;<=50k
32;privado;169841;universitario incompleto;10;divorciado/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;55;estados unidos;<=50k
47;gobierno local;36169;maestria;14;Casada;profesional especializado;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
41;privado;101290;secundaria completa;9;divorciado/a;ventas;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
29;Empresa privada;187327;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;privado;157612;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;femenino;14344;0;40;estados unidos;>50k
51;privado;280278;10 grado;6;separado/a;administrativo;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
42;gobierno estatal;104663;doctorado;16;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;40;italia;>50k
32;gobierno local;87310;  secundaria completa  ;9;casado/a;otros servicios;esposo;blanco/a;M;0;0;41;estados unidos;<=50k
55;privado;110871;licenciatura;13;casado/a;Comercial;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
999;gobierno federal;423064;secundaria completa;9;separado/a;administrativo;otro familiar;negro/a;masculino;0;0;35;estados unidos;<=50k
54;privado;146834;secundaria completa;9;divorciado/a;transporte/logistica;sin familia conviviente;blanco/a;hombre;0;0;45;estados unidos;<=50k
42;gobierno federal;74680;maestria;14;divorciado/a;administrativo;sin familia conviviente;blanco/a;masculino;0;2001;60;estados unidos;<=50k
38;privado;447346;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;36;estados unidos;>50k
37;privado;132879;  secundaria completa  ;9;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
25;privado;175128;secundaria completa;9;casado;transporte/logistica;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
33;privado;168030;secundaria completa;9;divorciado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;32;estados unidos;<=50k
43;;174662;universitario incompleto;10;divorciado/a;;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k.
37;privado;126675;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;57;estados unidos;<=50k
54;privado;338620;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;52;estados unidos;>50k
41;privado;82393;universitario incompleto;10;soltero/a;oficios/reparacion;hijo/a propio/a;asiatico/isleno pacifico;masculino;0;0;40;estados unidos;<=50k
52;privado;164530;11 grado;7;divorciado/a;operador de maquinaria;sin familia conviviente;negro/a;femenino;0;0;20;estados unidos;<=50k
47;privado;46857;universitario incompleto;10 años;divorciado/a;administrativo;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
27;privado;192283;tecnico vocacional;11;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
56;privado;398067;secundaria completa;9;viudo/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
30;privado;381153;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
45;gobierno federal;359808;tecnico academico;12;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos; <=50k
54;privado;94055;licenciatura;13;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
41;privado;192712;secundaria completa;9;soltero/a;administrativo;otro familiar;blanco/a;femenino;0;0;40;estados unidos;<=50k
21;privado;344492;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;30;estados unidos;<=50k
37;privado;301568;12 grado;8;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
31;autonomo incorporado;83748;universitario incompleto;10;casado/a;ejecutivo/gerente;esposa;asiatico/isleno pacifico;femenino;0;0;70;corea del sur;<=50k
42;autonomo no incorporado;101593;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
57;autonomo no incorporado;190554;  10 grado  ;6;divorciado/a;ejecutivo/gerente;hijo/a propio/a;blanco/a;masculino;0;0;60;estados unidos;>50k
30;privado;149427;9 grado;5;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;45;estados unidos;<=50k
45;privado;131826;universitario incompleto;10;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
26;PRIVADO;167848;secundaria completa;9;soltero/a;operador de maquinaria;sin familia conviviente;negro/a;masculino;0;0;40;estados unidos;<=50k
40;PRIVADO;510072;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;55;estados unidos;>50k
44;privado;184105;  tecnico academico  ;12;casado/a;ventas;esposo;blanco/a;masculino;4386;0;40;estados unidos;>50k
54;privado;172962;secundaria completa;9;casado/a;ventas;esposo;blanco/a;M;0;0;40;estados unidos;<=50k
25;gobierno local;366796;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
36;privado;336367;tecnico academico;12;soltero/a;ejecutivo/gerente;no casado/a;blanco/a;masculino;0;0;50;estados unidos;<=50k
21;privado;152540;  secundaria completa  ;9;soltero/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;35;estados unidos;<=50k
36;privado;214604;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;42;estados unidos;>50k
23;privado;189203;secundaria completa;9;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k.
46;Estatal;106705;universitario incompleto;10;divorciado/a;profesional especializado;no casado/a;blanco/a;femenino;1506;0;50;estados unidos;<=50k
28;gobierno local;168524;maestria;14;casado/a;profesional especializado;esposa;blanco/a;femenino;7688;0;35;estados unidos;>50k
24;autonomo incorporado;165474;licenciatura;13;soltero/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
32;privado;340917;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;>50k
41;privado;172307;9 grado;5;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
55;privado;419732;universitario incompleto;10;divorciado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
54;privado;142169;secundaria completa;9;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
24;privado;194654;secundaria completa;9;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
47;privado;235683;maestria;14;divorciado/a;profesional especializado;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
18;privado;201871;12 grado;8;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;20;estados unidos;<=50k
56;privado;235205;secundaria completa;9;viudo/a;otros servicios;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
39;autonomo incorporado;372525;  maestria  ;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
59;privado;231377;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;1848;45;estados unidos;>50k
22;privado;281432;universitario incompleto;10;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;30;estados unidos;<=50k
17;privado;214787;12 grado;8;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
28;gobierno local;127491;secundaria completa;9;separado/a;administrativo;sin familia conviviente;blanco/a;Fem.;5721;0;40;estados unidos;<=50k
28;Privado;315287;universitario incompleto;10;soltero/a;profesional especializado;sin familia conviviente;negro/a;masculino;0;0;40;estados unidos;<=50k
56;privado;168625;secundaria completa;9;divorciado/a;profesional especializado;sin familia conviviente;blanco/a;femenino;4101;0;40;estados unidos;<=50k
31;gobierno local;190401;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
48;Municipal;493862;secundaria completa;9;casado/a;ejecutivo/gerente;esposo;negro/a;masculino;7298;0;38;estados unidos;>50k
47;privado;175990;  secundaria completa  ;9;casado/a;otros servicios;esposa;blanco/a;femenino;0;0;30;estados unidos;>50k
23;privado;285004;licenciatura;13;soltero/a;ventas;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;50;taiwan;<=50k
57;privado;136107;9 grado;5;casado/a;oficios/reparacion;esposo;negro/a;masculino;0;0;40;estados unidos;>50k
47;privado;23545;universitario incompleto;10;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
77;privado;253642;7-8 grado;4;casado/a;operador de maquinaria;esposo;otro;masculino;0;0;30;estados unidos;<=50k
140;privado;150533;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;2829;0;40;estados unidos;<=50k
55;privado;196126;licenciatura;13;separado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;;<=50k
22;privado;89991;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;11;estados unidos;<=50k
24;Privado;108495;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;40;india;<=50k
35;autonomo;160192;universitario incompleto;10;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
42;privado;263608;universitario incompleto;10;divorciado/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50,000
28;;110981;universitario incompleto;10;soltero/a;;sin familia conviviente;blanco/a;masculino;0;0;40;;<=50k
36;privado;86459;tecnico vocacional;11;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;1887;50;estados unidos;>50k
56;privado;175127;10 grado;6;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
35;autonomo no incorporado;60269;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
45;privado;34248;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
61;gobierno local;180079;doctorado;16;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;4064;0;40;estados unidos;<=50k
46;privado;177114;tecnico academico;12;viudo/a;profesional especializado;no casado/a;blanco/a;femenino;0;0;27;estados unidos;<=50k
21;privado;51047;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;blanco/a;Fem.;0;0;25;estados unidos;<=50k
32;privado;210541;licenciatura;13;divorciado/a;ventas;no casado/a;blanco/a;femenino;0;0;30;estados unidos;<=50k
28;privado;96020;licenciatura;13;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
35;privado;224889;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
27;privado;150958;5-6 grado;3;soltero/a;agricultura/pesca;no casado/a;blanco/a;masculino;0;0;48;guatemala;<=50k
18;privado;45316;11 grado;7;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
28;Empresa privada;67661;universitario incompleto;10;soltero/a;administrativo;otro familiar;blanco/a;femenino;0;0;40;estados unidos;<=50k
36;privado;112512;12 grado;8;separado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;40;mexico;<=50k
43;privado;154210;secundaria completa;9;casado/a;otros servicios;esposo;asiatico/isleno pacifico;masculino;2829;0;60;china;<=50k
60;autonomo incorporado;197553;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;7688;0;50;estados unidos;>50k.
36;Empresa privada;460437;9 grado;5;divorciado/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
28;privado;209205;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;60;estados unidos;>50k
25;privado;137951;secundaria completa;9;soltero/a;administrativo;no casado/a;blanco/a;femenino;0;0;30;estados unidos;<=50k
44;privado;268098;12 grado;8;soltero/a;transporte/logistica;sin familia conviviente;negro/a;masculino;0;0;36;estados unidos;<=50k
22;privado;137510;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
69;autonomo no incorporado;170877;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;48;estados unidos;<=50k
42;privado;183241;maestria;14;casado/a;profesional especializado;esposa;blanco/a;femenino;0;0;45;estados unidos;>50k
40;privado;205047;secundaria completa;9;casado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;>50k
31;privado;114937;tecnico academico;12;casado/a;administrativo;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
29;privado;197618;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
23;privado;377121;universitario incompleto;10;soltero/a;otros servicios;no casado/a;blanco/a;femenino;0;0;25;estados unidos;hasta 50k
26;privado;236068;universitario incompleto;10;soltero/a;Vendedor/a;otro familiar;blanco/a;femenino;0;0;20;estados unidos;menor 50k
26;privado;158810;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;70;estados unidos;<=50k
47;;111563;tecnico vocacional;11;divorciado/a;;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
59;privado;110820;secundaria completa;9;divorciado/a;oficios/reparacion;sin familia conviviente;blanco/a;Masc.;0;0;38;estados unidos;>50k
56;privado;178202;universitario incompleto;10;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;200;estados unidos;<=50k
19;privado;451951;secundaria completa;9 años;soltero/a;ventas;sin familia conviviente;blanco/a;Fem.;0;0;40;estados unidos;<=50k
21;;319163;universitario incompleto;10;soltero/a;;hijo/a propio/a;negro/a;masculino;0;0;40;estados unidos;<=50k
40;privado;146659;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
17;privado;114798;10 grado;6;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
26;privado;57512;tecnico vocacional;11;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;48;estados unidos;<=50k
36;privado;172256;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;44;estados unidos;>50k
22;gobierno local;134181;secundaria completa;9;soltero/a;limpieza/mantenimiento;otro familiar;blanco/a;masculino;0;0;50;estados unidos;<=50k
38;privado;237713;  licenciatura  ;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
32;privado;169589;tecnico vocacional;11;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
39;privado;33355;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;7298;0;48;estados unidos;>50k
55;Empresa privada;129762;secundaria completa;9;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
21;privado;131473;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;asiatico/isleno pacifico;masculino;0;0;20;vietnam;<=50k
19;autonomo no incorporado;305834;universitario incompleto;10;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
46;autonomo no incorporado;51271;secundaria completa;9;casado/a;agricultura/pesca;esposo;blanco/a;masculino;4386;0;70;estados unidos;<=50k
61;autonomo no incorporado;219183;licenciatura;13;casado;profesional especializado;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
47;gobierno estatal;187087;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
45;privado;205424;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;>50k
21;privado;198259;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
51;;165637;  maestria  ;14;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
48;privado;265192;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
33;Estatal;175023;secundaria completa;9;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;37;estados unidos;<=50k
41;privado;195897;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
19;privado;175652;11 grado;7;soltero/a;otros servicios;otro familiar;blanco/a;femenino;0;0;15;estados unidos;<=50k
22;gobierno estatal;178818;universitario incompleto;10;soltero/a;profesional especializado;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
62;PRIVADO;159841;secundaria completa;9;viudo/a;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;24;estados unidos;<=50k
60;autonomo incorporado;210827;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;7688;0;40;estados unidos;>50k
